image1,image2,image3,choice
1624,1154,1398,3
17,1083,1322,3
82,193,1147,3
1368,821,1786,3
316,1471,640,1
598,561,1680,1
1262,1777,1159,2
689,1845,1405,2
1502,362,1415,1
1643,1622,1514,2
46,1774,1731,1
388,1383,1101,1
745,1394,1726,1
902,637,1064,3
1571,1734,1795,2
207,1320,979,2
904,294,273,1
929,1033,1247,3
1787,5,1223,2
295,1663,1656,1
531,561,579,3
942,302,929,1
638,1154,438,1
550,1150,1630,3
1145,1798,1477,1
303,89,1066,2
401,1561,451,3
100,1680,745,1
103,190,6,3
319,1272,1680,1
1812,1250,1403,2
993,522,430,1
1716,1501,549,2
1476,297,482,2
930,1754,1260,1
179,685,1456,2
1338,1525,412,1
1525,1649,1660,2
1526,815,911,2
425,1116,1055,2
262,1160,1203,2
837,1465,1524,1
1567,1184,1674,3
1761,1465,228,3
873,1676,99,2
605,1109,1679,3
74,1333,864,1
1602,1026,247,3
834,1466,319,2
1503,411,659,2
1564,1014,1399,2
1532,446,1593,2
771,818,1304,2
431,1808,747,3
375,1244,1115,2
584,181,78,1
1773,494,969,3
1006,54,1597,2
224,1741,1548,1
982,1441,1086,3
935,1599,536,2
478,1115,306,2
272,635,576,1
895,832,1437,1
1559,1853,1414,1
1002,704,1048,3
130,1436,1209,3
1528,1550,1010,1
470,168,1768,1
23,1735,290,3
1288,1303,1218,3
95,692,126,3
1123,1620,506,1
1397,1462,1548,1
1672,1280,1017,1
1518,1221,686,3
1496,309,1202,1
1710,764,661,1
1442,1108,602,1
1696,204,1418,2
1637,1791,1714,3
1237,1301,439,1
764,888,1511,2
745,366,1642,2
1387,1124,1152,3
638,677,843,1
87,575,227,2
1694,1489,837,2
1411,723,1620,2
1841,1387,675,1
1416,1222,1064,1
1150,521,1345,2
1374,420,553,2
1677,1169,851,2
840,399,972,2
1043,440,539,3
396,350,390,2
1795,1320,971,2
301,373,1391,2
392,882,502,3
654,618,1436,1
28,414,1602,2
401,566,839,2
1418,341,1811,3
1020,628,743,1
1527,1191,253,1
1726,1120,1101,1
399,645,1599,2
1429,1580,1379,2
1114,960,1619,3
1850,451,248,2
840,823,1122,3
1605,1662,1367,3
1440,642,691,1
1667,1716,1031,2
82,423,807,1
1604,1467,1224,3
408,1701,364,3
1677,540,840,2
149,879,348,3
1811,1087,125,2
1338,1545,1158,1
803,297,1318,2
452,249,1818,1
21,1119,1775,1
1659,1769,1745,1
549,483,1723,3
1462,329,759,3
305,209,1682,1
1178,72,1826,2
1703,1266,971,3
53,463,758,2
1513,951,1768,3
171,1723,898,3
1780,1421,1275,3
791,890,12,2
579,522,122,1
1377,1587,246,3
979,1193,1057,2
270,336,502,2
1,353,755,2
924,352,1529,3
408,1080,618,2
611,848,326,3
6,329,99,3
317,144,847,1
1359,847,1678,2
1592,1384,1685,2
1048,755,1417,2
153,1528,1777,2
834,1005,1630,2
943,137,1812,2
914,927,1456,1
243,855,1352,2
1675,5,1307,1
861,181,934,3
218,1036,558,2
815,969,1711,1
366,1343,844,3
1041,91,294,3
1569,156,1671,2
793,547,1731,2
1755,548,509,3
1642,1789,482,1
300,909,1472,3
516,193,476,2
1080,1651,1346,2
1344,428,498,1
1094,265,107,2
1388,818,553,1
545,699,1194,2
929,1445,1185,2
1426,687,1191,1
1103,52,379,1
321,979,1640,1
1458,146,815,3
1833,467,377,2
770,692,749,2
208,244,433,2
355,786,421,2
323,1316,1162,3
1727,938,1842,3
1120,1121,1280,1
1669,521,1348,1
1765,442,245,1
42,1185,1623,3
70,1557,155,2
1638,1095,9,3
390,649,57,2
63,424,1800,2
524,665,409,2
503,1504,162,1
564,976,1447,2
1017,1637,513,2
220,225,1733,3
1458,557,605,2
14,7,274,1
516,738,1653,1
1301,526,1204,2
510,1537,432,2
357,1142,865,1
1718,1801,402,3
620,976,1055,1
257,838,826,3
1505,407,989,2
533,484,636,1
1165,1339,631,1
1654,271,1690,3
1843,1753,292,2
1267,1657,1842,3
27,353,166,3
775,702,1458,3
563,1307,928,2
722,950,1308,3
442,843,89,2
1848,1154,1126,2
48,429,1100,2
1333,437,1085,3
837,971,1318,2
1152,1409,85,1
1322,605,53,1
1283,1757,1132,2
1242,167,509,2
563,1024,1620,1
517,1093,861,1
1295,713,234,1
634,170,928,3
1616,759,1176,2
1186,1275,1313,2
1464,871,917,3
547,1545,602,3
424,1223,1550,1
920,989,1244,2
1819,1593,925,1
926,689,1748,2
1283,1648,1205,1
1135,665,467,1
1225,1774,731,2
1804,490,1586,2
1009,126,974,3
1595,1501,1560,2
373,406,1845,1
1172,1411,1295,2
1767,1614,1850,2
289,802,1743,1
1095,326,211,2
44,201,1050,1
1755,462,613,3
742,702,1486,2
467,245,455,3
1795,1555,853,1
1227,821,1643,1
1430,28,999,1
518,1174,5,3
475,40,131,2
91,3,36,3
1665,1078,1280,3
1522,1074,1001,1
423,177,605,3
752,1190,171,2
333,1431,1226,3
1275,827,1173,3
1528,1059,861,3
1359,541,1711,1
1056,1785,1529,3
1665,1503,1717,1
163,340,720,1
707,714,498,2
1296,1624,1775,3
1816,613,869,1
127,1220,1365,1
1424,1785,1754,3
1737,849,222,1
773,1331,1686,2
708,1542,1796,1
132,1205,1412,3
333,672,199,1
668,91,1401,2
1178,1828,833,2
1182,273,1441,1
1652,1675,116,3
1031,999,1435,3
1463,1215,915,3
1315,85,729,2
691,911,269,3
1380,211,714,2
1046,299,415,2
1339,896,477,1
977,292,463,3
1707,1250,1096,2
133,393,1416,3
834,1070,957,2
1405,1796,202,1
1029,1085,292,1
354,925,922,3
1181,645,428,1
465,882,323,3
448,1729,633,3
1750,74,25,1
930,1645,1147,1
1404,1653,787,1
1797,1481,1507,1
133,1644,1693,1
1819,572,1630,3
1571,1434,1302,2
846,643,1061,1
624,1444,1108,3
938,1457,1755,2
1812,498,664,3
904,1427,215,2
640,820,7,3
1170,1815,1696,1
148,988,940,1
1123,293,846,2
861,809,1295,1
1610,433,1738,2
1186,28,1725,1
1518,1392,1381,2
1632,1722,751,1
90,530,1265,2
1033,617,888,2
1091,860,116,3
309,1001,669,3
939,1639,823,1
474,538,707,1
1677,1850,654,3
1772,818,1628,3
5,214,500,1
1408,1782,450,2
1405,668,1845,3
498,34,176,2
1549,1223,28,3
870,1251,966,1
1493,312,1374,2
77,487,1482,3
1300,1344,547,3
1546,380,1675,1
1120,1035,1229,1
1223,1168,833,2
708,923,1452,1
1564,1119,599,1
1600,1020,1053,3
119,1373,546,1
1541,129,94,1
1590,1511,1001,3
709,1705,629,1
907,808,500,2
1758,1838,1765,3
92,778,1694,2
113,772,469,2
815,1736,661,1
445,1836,9,3
1457,1178,1127,3
1537,1401,467,2
1443,1280,274,2
1209,135,1597,2
1050,276,348,3
990,1393,1111,1
400,972,869,2
740,492,886,3
1065,1020,1358,3
1578,1149,180,1
1024,721,1150,1
5,830,565,1
349,1048,313,2
522,1650,1503,2
748,1321,1311,1
964,1621,1286,3
1373,1772,1781,1
1271,1472,1571,1
302,1055,1713,2
1358,98,345,1
882,316,1128,3
297,839,620,1
1477,1755,25,2
1420,1308,1704,3
1803,1756,1269,3
75,1521,187,3
1323,893,1073,1
510,1680,916,2
1273,336,883,2
100,1619,685,2
1645,186,1260,1
166,467,583,1
825,1623,1782,3
43,457,291,1
927,1421,627,1
464,379,922,2
40,328,1074,3
608,1393,1025,3
29,558,917,3
1205,419,651,1
1594,1727,484,2
1334,1507,714,1
328,1564,308,2
1372,898,171,3
1232,1115,441,2
1819,341,1460,1
1684,458,66,1
556,1405,368,1
630,1758,1235,1
391,1529,1403,2
670,636,1139,2
178,1508,1385,3
1183,43,1107,3
435,761,478,3
157,81,52,2
545,835,550,2
1109,1289,274,2
1639,871,1305,2
1754,531,536,2
873,772,167,2
444,164,1295,1
278,1210,228,1
1708,253,696,3
1492,1034,638,1
787,621,121,3
861,710,1771,3
546,796,1599,2
359,1542,687,1
1375,321,954,2
1684,1217,496,2
9,1,824,2
1669,1171,1436,3
417,285,631,2
501,887,1685,3
1233,489,66,2
143,596,570,2
932,1273,1547,2
1567,1553,181,2
1481,1648,1431,1
1777,953,862,1
390,40,901,2
1743,1803,1220,1
794,1379,56,1
815,456,475,3
1144,1479,1359,3
940,917,770,1
549,1502,1662,2
199,62,1836,3
1004,1092,1072,1
1281,904,1644,3
1448,321,1231,2
252,199,1614,2
140,420,1212,1
415,787,1279,1
1721,1754,894,1
152,1503,520,1
733,595,251,2
633,1623,1295,1
1519,944,1116,1
78,1535,1312,2
115,175,618,1
777,349,1289,1
1480,1200,319,1
101,1233,805,1
383,173,1073,2
1148,631,825,2
799,1709,764,1
1007,1136,90,2
1358,986,1051,2
1426,1384,270,2
462,1444,1203,3
1011,976,570,2
1695,572,306,1
1784,942,1510,1
1841,20,1003,2
1140,1331,1678,2
1335,272,1700,2
368,377,1486,2
344,355,1055,1
729,511,1078,2
290,1255,1251,3
129,1204,1840,1
1685,1516,629,3
629,821,24,2
1773,345,54,3
1498,298,1270,3
236,625,1322,1
1299,427,791,1
493,1459,870,1
1457,215,43,3
942,1541,653,2
151,483,1173,1
1477,471,105,3
902,744,1749,3
197,1331,178,3
1492,1088,298,2
266,1385,822,2
1821,1219,122,1
1058,1514,120,3
1253,1293,1592,3
510,1344,570,2
847,405,1577,1
336,1676,920,3
1090,682,546,2
1246,1119,1625,3
1569,1185,117,1
890,457,1360,1
1333,515,190,3
967,1039,318,3
565,1595,50,2
407,180,909,3
413,1445,1853,1
1069,387,613,2
1854,208,1828,2
722,432,1304,3
1154,1819,1572,1
1243,406,1495,3
989,909,1488,1
1209,544,1842,2
1639,797,251,2
989,1409,598,3
809,1224,711,2
1504,178,762,1
1342,1075,1781,2
172,1339,725,2
1195,236,1819,3
1315,110,108,3
753,39,1378,1
948,1061,256,1
698,1066,1548,3
1705,599,1684,1
1027,1773,245,1
622,1149,1090,2
1244,847,1417,3
2,1419,51,2
690,591,373,3
808,1381,475,2
1500,707,212,2
1534,834,1712,3
498,26,1129,3
120,727,1666,1
812,399,416,3
1148,1502,1794,3
120,123,1307,2
383,1646,421,1
693,1434,632,2
666,270,480,2
337,672,1725,3
230,1179,716,3
430,1167,280,3
1009,589,290,3
1788,1717,1479,2
267,151,731,3
442,981,735,1
296,1404,1392,1
1067,1518,1776,3
1401,394,1813,1
1029,1625,1695,2
563,1240,749,2
1097,178,1833,3
1196,112,608,3
1494,1063,778,2
1456,1313,415,3
656,852,1165,1
1598,1531,482,3
530,1768,777,3
836,478,1406,3
1792,84,467,1
1771,458,1124,2
1561,1234,997,1
700,926,1368,3
340,15,1777,3
1699,699,960,2
1395,954,1590,2
602,1631,1328,1
725,1752,198,2
1153,250,159,2
1068,832,1109,3
794,991,538,1
1378,641,1494,1
839,788,48,1
595,1575,1371,1
1795,1256,849,2
455,485,806,2
186,1651,844,2
1625,822,290,1
1131,140,1287,1
282,34,830,2
780,1037,1192,2
189,243,1747,2
33,1319,1650,1
517,1347,84,1
791,431,235,2
1754,1436,666,3
1591,1057,1220,2
409,627,534,3
434,550,1404,2
1041,1608,1482,2
315,1192,65,2
571,1379,627,3
388,1086,300,1
95,1317,1840,2
906,610,796,2
744,850,1624,1
252,1401,394,1
974,63,1648,2
544,237,441,2
1163,747,1376,2
779,1529,1464,3
820,1049,539,1
999,150,177,2
1299,298,1103,2
737,663,24,2
777,1240,460,2
205,449,911,2
41,1036,841,3
49,993,1702,2
1027,1043,646,2
1324,705,1296,1
1361,1114,1810,1
1118,1555,1111,1
56,1113,195,2
1208,1075,277,2
242,1170,1202,3
546,80,703,1
1557,1297,903,3
1690,1454,243,2
517,1716,978,3
110,672,1059,2
1378,625,1380,2
136,515,923,2
274,620,663,3
1177,373,1385,1
367,1646,125,3
311,442,1463,1
1268,1154,1679,1
669,1735,93,1
170,1366,363,1
511,1582,1430,3
1629,442,786,2
1114,1271,858,2
1775,1504,1139,2
982,1808,1206,1
411,604,1599,1
1155,1145,213,3
912,1522,208,1
1630,939,1045,3
465,1412,183,3
184,1603,741,3
589,252,985,3
839,209,386,3
1584,1412,863,1
473,1469,455,2
1526,970,487,3
157,1083,1588,1
1328,1818,287,3
161,1057,968,1
1057,636,483,1
1258,1268,1076,3
201,1139,583,3
1577,1714,122,2
624,1135,187,2
1171,1425,700,1
173,361,924,1
1610,1648,440,3
1212,255,882,1
1623,1069,280,2
1415,512,895,2
332,906,190,2
840,1449,599,2
254,1370,748,2
494,169,1008,3
1458,460,899,3
1752,624,404,1
102,403,1374,1
1052,417,219,2
214,437,81,2
932,223,285,3
776,1730,1298,1
1544,1259,1805,3
1698,1409,1219,2
118,60,1620,1
515,1346,819,1
375,569,596,3
1257,124,648,2
1118,1485,1510,1
1558,1131,1653,1
36,591,858,2
1632,318,1700,1
1488,1831,401,1
171,455,675,3
1842,1773,1068,2
1663,1592,91,2
866,452,527,3
807,983,1086,3
1424,162,222,2
373,673,1250,2
697,669,1208,1
893,1124,1100,3
375,41,211,3
1447,89,1825,1
281,674,446,1
1774,1100,1154,3
1050,1757,486,2
1277,1589,1531,1
473,569,231,1
303,692,198,2
1633,584,1123,2
96,753,880,1
807,1170,1804,3
135,682,1,2
1461,403,1105,1
119,1408,728,2
1428,922,16,1
627,259,999,3
157,1701,1234,3
372,1595,668,1
964,153,601,2
1748,561,1382,1
217,1579,1665,3
219,444,1177,2
964,931,990,1
125,1399,1752,1
1719,1291,890,2
1668,1500,247,3
1238,929,31,3
482,1252,906,3
1482,647,1776,1
221,699,995,1
60,1673,1586,3
1140,444,142,3
1283,1362,374,2
1528,1255,1509,1
1306,742,1038,3
261,665,510,2
723,1049,825,1
544,643,819,2
1625,501,1368,1
133,1559,1670,1
1709,1563,1030,1
121,463,57,1
115,1397,977,2
1814,1222,408,2
330,591,1749,2
432,502,759,3
939,199,1624,1
528,743,951,3
1251,1740,1608,1
234,1062,1780,3
979,199,1600,3
861,1170,189,2
1149,857,1534,1
1521,407,1559,2
7,1218,1786,3
1760,280,1544,3
1061,785,1323,2
1037,1846,81,2
692,1104,589,2
126,1659,1531,3
1540,42,1838,1
1796,139,631,3
416,872,1193,2
1767,1774,373,3
299,720,48,1
1397,1525,558,3
1575,652,1618,1
469,1308,650,2
148,1002,1232,1
995,77,1703,1
414,1335,921,1
1230,143,908,1
547,1429,734,1
377,1754,420,3
931,1167,873,2
110,535,1168,3
2,1259,523,2
479,1762,1006,1
1697,335,1365,1
1137,397,157,2
599,1283,1054,1
167,801,1715,1
255,1549,740,3
460,458,1654,2
1,1063,1369,1
256,707,915,2
288,1274,497,2
764,181,910,3
15,321,643,1
1032,316,1159,2
722,1227,160,2
1116,943,635,1
907,1089,397,2
1717,599,281,3
186,1303,1388,1
855,1087,1297,2
1119,1104,256,3
1825,491,413,1
1839,1473,1069,2
130,65,447,1
1327,1064,1209,2
307,42,199,3
206,1609,1390,1
1501,1447,259,3
442,1610,451,3
1255,1002,355,3
1020,690,320,3
881,404,59,1
132,573,938,2
730,976,278,2
1560,1171,1801,2
1107,660,1343,3
1500,195,1308,2
1292,751,299,1
1817,1086,748,3
153,1243,1715,1
1338,301,1410,2
956,1080,930,2
1505,719,365,1
264,402,1346,2
1508,1410,1703,2
790,1040,1084,2
1010,43,1508,3
66,1018,487,3
267,1177,72,3
1307,1119,282,2
1558,981,1524,1
987,1791,396,3
98,1068,848,1
1026,248,202,3
716,1078,856,1
693,691,28,3
610,900,15,2
1813,1470,913,3
1172,1447,1126,1
149,469,1730,3
1592,1724,1225,2
1009,405,1272,3
565,940,1014,1
844,706,1728,1
1714,262,1250,1
254,309,711,2
470,214,1004,3
15,1142,313,2
340,1699,445,2
1203,1023,150,1
1181,1118,987,1
320,419,1799,3
1088,681,1016,3
1436,326,1425,1
266,831,1085,3
1128,1280,1194,3
983,365,172,2
1379,44,880,1
944,1165,1767,3
106,1561,1826,1
1260,953,13,3
798,885,410,2
513,1404,58,2
536,1013,347,1
373,321,154,1
1507,294,1584,2
1398,1153,1615,2
118,1636,57,1
1128,879,648,3
1075,993,155,3
912,21,454,1
738,1739,1247,3
1599,630,1564,2
347,1548,1586,3
1479,424,265,2
488,1605,348,2
1666,895,666,1
782,292,1556,1
1224,1380,892,1
1431,176,405,1
1562,148,199,3
1796,12,1639,2
665,1752,742,1
408,1114,1393,2
1703,1166,1631,1
1467,307,141,3
1641,331,1267,2
210,531,983,1
1510,1598,53,2
1233,626,1144,1
1632,791,1655,2
726,1046,1693,3
1185,69,77,1
55,1083,1614,3
82,94,605,2
415,1413,1573,1
466,882,781,1
122,1479,40,2
990,726,291,2
1814,1699,1662,2
1688,1052,1830,3
773,197,733,1
1059,1555,1716,1
849,738,1853,1
956,990,1419,3
326,928,1313,1
617,1500,1513,3
1109,575,536,1
907,1260,1558,2
1286,1338,927,3
1487,1075,958,2
1350,1803,400,2
1517,1559,1077,2
1552,1844,390,1
1282,487,1345,2
1356,1242,175,2
187,1696,460,3
1543,1199,41,3
577,992,1835,2
767,1011,694,1
641,254,1176,3
825,1141,1530,1
208,1537,807,2
332,1509,1684,3
1241,1542,76,1
1194,933,1632,2
675,1067,723,3
865,1524,1517,3
1252,1107,169,2
1809,431,1167,2
718,1539,1374,2
1720,1,729,3
1607,222,430,3
1197,1428,127,1
1635,1587,1081,3
1059,866,567,1
1361,590,1410,2
417,1223,875,1
1324,352,891,2
1352,741,173,2
1024,405,197,3
495,1315,1152,3
63,1008,570,3
1153,890,131,1
330,160,1024,3
502,1430,1364,1
1632,1547,1812,1
985,1755,218,2
1548,1480,1026,3
629,1145,952,1
1016,872,874,1
1159,46,1565,3
1611,413,410,2
920,1158,712,1
770,518,1164,2
1800,162,1352,1
1353,341,1646,1
50,1157,138,2
1339,1818,1769,1
1143,593,1174,3
1700,826,7,2
858,74,144,1
1373,1387,43,2
1182,1031,496,1
1208,94,1828,3
1755,588,1607,1
1310,265,1833,1
948,788,1593,3
951,493,1536,3
1804,1419,1674,1
473,1793,971,3
106,945,174,3
414,686,1462,1
1347,298,70,2
1530,417,1296,2
1073,1363,843,3
2,274,904,3
743,1481,341,1
1837,132,1591,3
1388,683,1181,3
142,32,432,3
1427,1812,1251,1
536,1251,871,3
529,58,199,2
621,360,606,3
663,775,903,2
1585,653,187,1
1800,1195,1177,2
1463,915,716,2
1363,1016,1121,1
446,1111,129,2
1142,1284,524,2
447,984,419,2
1177,253,908,3
906,1040,671,1
1798,549,1528,1
463,151,1171,3
1504,1386,994,3
402,962,1537,3
1831,1281,1634,2
86,1019,1744,2
425,1820,1073,1
488,1685,1292,1
1832,1324,1826,1
570,1315,1258,2
1658,1505,771,2
1670,869,947,1
694,1672,495,2
453,1001,1069,2
350,1473,588,1
116,93,823,1
1749,1458,879,1
576,93,1670,3
872,38,1318,3
1384,1121,1820,2
603,350,1846,1
74,394,527,1
1387,1827,1070,2
1253,410,1645,1
639,1790,317,2
343,340,1793,2
909,410,1770,2
701,382,1595,1
1135,57,966,3
1772,86,403,2
1642,1204,1035,3
1117,1193,1681,1
323,267,1415,2
1084,1241,1552,3
1834,693,1758,1
1689,759,933,3
28,1057,581,2
625,1780,1766,3
266,1791,1693,2
853,227,401,3
1379,1198,1383,2
1561,1801,1175,1
1204,1808,610,2
418,903,1770,2
705,1414,136,3
36,223,875,1
493,394,41,2
1475,6,1792,2
542,258,656,2
346,1299,1008,3
1338,312,1823,3
1566,613,439,3
1237,421,1649,3
122,276,441,2
1153,1592,592,2
1432,1380,528,2
211,1585,670,2
289,1054,1659,1
1150,700,1550,1
1755,760,1605,1
754,867,1201,3
1421,1113,1027,3
1033,894,635,2
1748,571,904,3
1300,1611,727,3
778,1030,613,3
925,254,1244,1
900,1460,1789,2
1762,976,408,2
384,784,1510,1
31,1494,1281,2
1737,1726,973,1
976,179,1174,3
488,640,222,1
1803,1444,1010,1
1269,500,251,2
916,1719,269,3
488,1474,1075,2
1299,258,743,2
75,1237,1135,1
578,802,1752,2
4,514,1396,2
1436,606,1027,3
197,172,1437,1
498,661,818,3
436,1375,528,1
1717,741,1321,2
14,1072,722,2
768,925,311,3
95,1293,1552,1
1309,1407,241,3
1511,1784,1554,3
1807,467,658,2
769,180,759,2
324,766,1085,2
1476,287,479,1
1767,944,113,3
29,1844,965,2
477,1551,614,2
679,1196,1569,2
128,337,1281,3
429,607,638,1
1308,1485,908,1
795,868,490,1
1304,245,585,1
333,512,270,1
1718,914,278,1
534,833,389,2
1230,493,1527,1
701,232,228,2
911,1641,445,1
303,942,1154,3
1418,1516,1673,1
1576,246,397,2
1141,1651,1715,3
1759,895,721,2
736,1447,737,2
1846,914,398,1
346,1163,226,2
1011,532,1771,2
944,948,1056,1
662,292,1671,2
1217,225,907,1
1631,1089,418,1
917,484,29,3
1405,172,1456,1
1099,436,1523,1
555,1776,1363,1
243,1537,1080,3
1461,1808,1495,1
899,933,570,1
659,264,332,3
734,1847,1384,3
460,1586,791,3
1036,855,1737,3
1693,1038,803,2
1500,250,1486,1
1607,1,892,2
1033,442,256,2
817,468,944,2
204,1544,227,1
602,1128,436,2
326,882,1671,1
1710,1198,1838,1
366,631,139,2
1784,655,140,3
1251,24,845,3
805,878,1793,3
1517,1672,250,3
592,562,844,1
1206,539,627,3
453,139,1550,3
1151,594,1767,1
34,699,1105,1
1326,187,1271,2
1298,262,1768,2
1178,529,18,1
1149,1667,1193,1
1123,950,525,3
1348,1198,285,2
596,230,1521,2
427,642,1437,3
1348,861,325,1
700,913,790,2
1055,640,472,2
1309,55,384,2
1626,774,827,2
1619,1239,1299,2
1850,1536,1471,1
1547,686,1046,3
1434,1090,17,3
1817,595,804,2
1170,1672,670,2
1565,1765,525,2
1459,131,756,1
1375,1711,1642,1
116,618,937,1
1512,472,1318,3
715,536,444,3
1125,937,446,2
785,1491,1036,1
1304,239,643,2
387,152,721,1
1529,1804,748,1
1414,439,1472,1
1127,35,1082,1
1664,746,565,1
591,753,1212,3
842,26,973,3
850,546,1801,2
7,895,60,2
540,1240,466,2
1735,1463,695,1
1454,223,1407,2
601,1456,54,2
446,511,690,1
687,260,875,2
93,1056,1658,3
1605,1843,893,3
215,638,373,2
326,1586,1268,1
221,88,1529,2
51,1663,365,3
1306,887,193,3
1346,284,1331,2
1487,1664,1039,1
276,270,851,1
1715,351,1095,1
1442,454,1752,2
1747,819,1131,3
267,467,497,3
1380,583,1376,2
434,866,185,1
1833,654,432,1
213,1708,1704,1
689,1680,797,1
526,587,869,1
1532,1619,957,2
1296,649,1383,1
1491,1624,1582,1
1615,893,781,3
739,63,575,1
892,425,523,3
951,417,1531,2
384,1520,705,3
849,1543,261,3
1602,300,1400,2
458,357,1039,3
1566,1268,915,3
1675,1002,1084,2
1718,1412,237,3
1004,439,337,2
1341,1799,1339,2
1585,511,46,2
1261,918,263,2
645,1543,1145,1
1249,337,1748,1
254,1155,238,3
163,801,692,1
510,1754,492,2
595,273,1029,3
104,800,1443,1
857,1750,1536,1
1130,286,32,2
949,1235,801,3
134,1117,1647,1
1714,718,1590,3
351,619,812,2
897,566,738,2
707,1073,1050,1
398,871,1476,2
118,1655,1354,1
920,1552,1432,3
1695,1039,1255,3
167,65,378,1
993,991,144,1
1387,1389,1079,2
453,1214,1086,3
312,446,1499,1
1681,450,151,2
1547,286,323,2
1079,644,409,2
1346,1480,837,2
1673,744,678,2
622,374,1772,3
273,1147,846,2
96,1399,1593,2
326,980,1136,2
741,730,372,1
204,783,270,3
1412,968,1391,1
1421,1854,491,2
347,700,230,3
489,906,909,3
1739,1120,848,1
666,743,1777,2
367,725,1522,2
1117,1141,288,1
1604,1380,306,3
1466,1254,1362,2
1734,739,852,3
919,1278,1163,1
572,759,719,3
1752,1712,269,1
1249,1187,166,3
719,356,324,2
733,1379,1022,1
586,652,614,3
629,329,224,1
1041,273,1428,1
1770,276,1752,1
513,331,1023,2
1536,1711,114,1
540,1307,1796,2
1783,1429,839,1
1638,422,133,1
325,1260,1454,1
68,1117,683,3
86,794,536,3
901,900,992,2
850,1213,987,2
7,1353,672,2
1509,848,338,3
1344,886,1677,3
1500,1540,1731,2
1098,435,25,1
551,1518,692,2
469,1289,963,2
86,708,336,1
672,1086,1338,1
1761,76,1597,1
417,1216,176,1
186,1493,416,3
1614,820,403,1
1266,1719,1548,2
626,648,1607,2
1601,1313,1835,3
418,606,1260,2
278,221,1227,3
104,695,99,1
252,408,1590,2
1007,1817,476,2
1846,1209,1399,1
1345,921,299,2
39,1488,293,3
144,1604,1568,2
818,134,1263,3
1245,563,1457,3
506,517,689,3
704,1260,853,2
1573,272,1379,3
152,1587,751,1
1158,1276,1069,1
461,1127,949,2
1098,1557,1621,1
1013,1306,620,3
1646,65,1853,2
619,969,1364,2
523,1238,630,2
1714,806,1332,2
271,942,58,2
1665,1722,549,1
776,1350,116,2
239,629,1359,1
728,235,1010,2
1383,751,37,3
1180,657,1611,2
142,1832,1277,3
1099,200,935,1
1305,881,1344,2
197,1323,929,1
1829,710,898,2
802,1714,1249,2
1041,645,1789,1
1683,1599,4,2
40,348,165,3
49,1341,775,3
429,756,1372,2
402,1837,1459,2
1430,1211,979,1
1607,952,1225,1
513,1535,1228,2
1799,939,1552,3
1369,416,1049,2
1843,32,320,2
594,998,1645,2
672,486,443,3
493,1114,194,3
603,716,883,1
911,392,1041,1
242,1302,1138,3
453,825,1613,2
208,1313,816,3
1170,1518,1439,1
1070,148,1283,3
1638,1639,478,1
1707,788,122,3
1405,1009,491,1
978,1715,1577,2
1011,593,1163,1
1530,1345,1540,1
156,249,1364,3
24,1811,1141,1
315,171,1133,2
373,1013,116,2
878,1806,938,2
179,825,1525,1
1222,915,1041,1
67,654,1204,3
1574,980,241,3
682,1601,69,3
1470,1522,1576,1
22,1023,128,2
1,1192,529,1
941,1394,795,2
1593,1783,1355,1
1760,778,1467,2
275,963,1009,1
1808,905,1010,2
1424,957,1543,2
566,558,1751,1
1607,457,1545,3
1065,1133,120,2
941,517,1637,3
1502,642,1623,3
378,1780,1846,1
1594,1168,263,2
1346,195,739,3
560,547,1377,2
1186,726,662,1
623,1384,1563,1
399,557,425,1
1115,772,1165,1
203,634,173,3
1471,1312,1695,2
1348,415,375,1
1384,723,248,2
478,432,1192,3
106,548,1527,1
176,1018,292,2
812,986,1740,1
1611,1847,1291,1
1763,362,199,2
1060,1432,509,2
1624,69,72,3
577,1186,921,1
420,90,1813,2
564,1294,1735,1
792,763,1059,2
1099,781,324,2
84,775,1479,3
798,428,301,2
4,1219,814,3
846,146,119,1
723,1490,1529,2
534,805,685,3
1082,624,1083,1
1201,702,784,2
333,573,1174,2
1187,56,1282,1
1824,727,1698,3
239,673,20,1
634,1548,49,2
588,1843,207,1
277,1629,345,1
841,1719,1045,2
859,1667,710,1
1355,663,1345,1
1776,731,59,2
1152,462,417,2
10,1071,339,2
271,800,1842,1
499,1305,1418,2
462,1793,120,3
548,1499,1089,3
1398,1248,1677,3
1406,801,740,3
1143,778,757,3
519,2,111,1
847,581,1850,1
764,955,525,3
889,801,1391,1
810,714,758,2
1480,848,1378,2
1132,1730,1516,2
1616,1816,1835,3
666,403,54,3
526,9,1717,1
1849,959,1625,1
1298,1575,1636,3
1237,1650,1419,3
1844,246,1031,1
845,574,242,3
1185,126,969,3
1042,104,517,2
73,1179,1419,2
618,173,1630,2
1747,379,644,2
605,773,1763,1
1591,434,176,1
1203,1214,173,3
1847,1585,1248,1
524,270,58,1
